,Name,Eps,Time,Energy
0,port2.java-2.problem0.15.csv,1.2161546552841738,3.199,85.21674916036933
1,port2.java-3.problem0.16.csv,2.2558018465733176,4.359,117.82886400651468
2,port2.java-4.problem0.7.csv,1.2830711633939573,5.62,154.39029527559032
3,port2.java-7.problem0.17.csv,1.5710163603081937,1.9104,103.33327913188648
4,port2.java-2.problem1.17.csv,0.42815053260178265,47.659,910.6425083472438
5,port2.java-2.problem1.21.csv,0.42815053260178265,38.819,764.0252928692702
6,port2.java-2.problem1.2.csv,0.42815053260178265,47.236999999999995,1120.0999387211368
7,port2.java-3.problem1.22.csv,1.5586861709498845,1.6962000000000002,156.41185056726093
8,port2.java-4.problem2.21.csv,1.1655627586692614,3.5989999999999998,68.06463115449914
9,port2.java-4.problem2.8.csv,1.1655627586692614,3.8905,76.43936107142855
10,port2.java-1.problem3.14.csv,1.100733983302412,27.454,495.7689582959606
11,port2.java-3.problem3.20.csv,1.800852754625203,1.662625,157.61457577875402
12,port2.java-2.problem4.18.csv,1.7952748042584947,6.6505,113.7264881141046
13,port2.java-3.problem4.16.csv,1.3278957771808675,6.5385,109.01329600977205
14,port2.java-3.problem4.15.csv,1.3278957771808675,6.5489999999999995,114.4694130982367
15,port2.java-4.problem4.12.csv,0.636632857211899,7.069,126.74373764996479
16,port2.java-5.problem4.19.csv,1.0,6.6505,112.06289663256595
17,port2.java-5.problem4.13.csv,1.0,6.6565,116.698686108821
18,port2.java-5.problem4.17.csv,1.0,6.666,107.79176669449076
19,port2.java-6.problem5.17.csv,0.9857956095622857,1.921875,27.376069282136875
20,port2.java-2.problem6.18.csv,1.20678777912823,0.7186,58.5204383518225
21,port2.javascript-1.problem0.13.csv,1.2667218483476403,25.136,575.5472312448456
22,port2.javascript-1.problem1.13.csv,0.9089739517679021,41.318000000000005,767.5576570486397
23,port2.javascript-3.problem1.9.csv,1.7117522678294297,255.53799999999998,6542.80269030153
24,port2.javascript-2.problem2.18.csv,1.5497530169946148,57.617,1369.4187068145786
25,port2.javascript-3.problem2.17.csv,1.2539343356419106,56.788999999999994,1321.6865592654406
26,port2.javascript-3.problem2.7.csv,1.2539343356419106,56.085,1462.1176259842484
27,port2.javascript-1.problem4.5.csv,1.2903078547677227,7.237,151.98228621908112
