,Name,Eps,Time,Energy
0,port3.java-2.problem0.24.csv,1.6397651074603232,4.4515,143.3258333333334
1,port3.java-3.problem0.20.csv,1.2686645204449256,4.247,121.480510719755
2,port3.java-3.problem0.11.csv,1.2686645204449256,6.0115,167.12130448449292
3,port3.java-4.problem0.3.csv,1.728433929970682,5.974,171.29387254901982
4,port3.java-6.problem0.17.csv,1.519766660689471,5.1055,161.90153667481653
5,port3.java-6.problem0.10.csv,1.519766660689471,4.474,135.37524270072993
6,port3.java-7.problem0.1.csv,1.1985747279511254,1.8106,97.63258813186806
7,port3.java-1.problem1.2.csv,1.1610929172768354,2.1915,214.1474854193972
8,port3.java-2.problem1.27.csv,0.590267675418659,39.814,1009.8286309341504
9,port3.java-3.problem1.22.csv,1.6565468412683384,2.0222,176.11506677316302
10,port3.java-2.problem2.7.csv,1.5007235745562877,4.371,106.7256017391304
11,port3.java-2.problem2.27.csv,1.5007235745562877,3.9365,112.4953725114854
12,port3.java-4.problem2.26.csv,2.1834203820341043,4.2085,82.98465804837362
13,port3.java-1.problem3.13.csv,1.236436282232657,27.524625,629.0035482954513
14,port3.java-2.problem3.8.csv,2.149644872407393,1.434375,109.41719145503744
15,port3.java-3.problem3.1.csv,1.2341572653190616,1.684875,165.73607939560443
16,port3.java-3.problem3.27.csv,1.2341572653190616,1.918375,171.85621745788657
17,port3.java-4.problem3.2.csv,0.8347751547522918,1.40575,103.72859035058978
18,port3.java-4.problem3.8.csv,0.8347751547522918,1.270875,110.28455474604498
19,port3.java-6.problem3.9.csv,2.687813605196375,1.269375,111.22219036300787
20,port3.java-1.problem4.13.csv,0.8339227630301763,7.9385,155.31355054858955
21,port3.java-1.problem4.1.csv,0.8339227630301763,6.9270000000000005,139.65948516483533
22,port3.java-1.problem4.27.csv,0.8339227630301763,7.728,164.40474425727405
23,port3.java-2.problem4.11.csv,1.2527798683054505,5.9655,131.46623176865046
24,port3.java-3.problem4.6.csv,2.021724697798546,6.5125,142.4002119175627
25,port3.java-4.problem4.1.csv,0.8722779131783983,4.335,102.97174450549456
26,port3.java-5.problem4.1.csv,1.395142948427282,5.5355,127.80853681318695
27,port3.java-4.problem5.5.csv,1.84458399076526,1.494375,33.491776201602114
28,port3.java-6.problem5.4.csv,1.1933522417180937,1.49925,34.33805577052493
29,port3.java-6.problem5.20.csv,1.1933522417180937,1.65975,31.73732934532925
30,port3.java-6.problem5.3.csv,1.1933522417180937,1.5090000000000001,30.358203473630823
31,port3.java-6.problem5.8.csv,1.1933522417180937,1.658375,32.37026196919227
32,port3.java-6.problem5.14.csv,1.1933522417180937,1.53025,32.78602268276765
33,port3.java-8.problem5.16.csv,1.28000276006822,1.816625,93.52594957280834
34,port3.java-8.problem5.12.csv,1.28000276006822,1.813875,91.7544823200993
35,port3.java-1.problem6.5.csv,0.9686555299261846,8.577,142.02188451268344
36,port3.java-1.problem6.1.csv,0.9686555299261846,7.582000000000001,109.79414725274736
37,port3.java-2.problem6.19.csv,1.1044584600552365,1.2552,89.69076559139786
38,port3.javascript-1.problem0.1.csv,1.0019904620761784,24.250999999999998,687.6424802197798
39,port3.javascript-1.problem0.3.csv,1.0019904620761784,23.923000000000002,735.2211004056797
40,port3.javascript-1.problem1.21.csv,2.0148029381432337,39.549,981.3097375643207
41,port3.javascript-4.problem1.25.csv,1.7469277151087237,35.536,921.2306340872397
42,port3.javascript-1.problem2.4.csv,1.494255263905611,56.385,1625.9512213997234
43,port3.javascript-2.problem2.11.csv,1.1019996892823554,57.05,1644.6648030176025
44,port3.javascript-2.problem2.8.csv,1.1019996892823554,55.975,1612.5357643630218
45,port3.javascript-3.problem2.21.csv,1.7131442967228347,55.957,1607.5107169811265
46,port3.javascript-4.problem2.1.csv,1.4543715631792207,66.37100000000001,1848.5902659340693
47,port3.javascript-2.problem4.7.csv,2.7134618530707733,9.264,226.3046113043478
48,port3.javascript-4.problem4.23.csv,1.0,8.35,181.6141788194444
49,port3.javascript-4.problem4.16.csv,1.0,8.339,167.53352600297163
50,port3.javascript-4.problem4.12.csv,1.0,8.299,186.90023200992542
51,port3.javascript-4.problem4.8.csv,1.0,8.227,191.84697793505387
52,port3.javascript-5.problem4.2.csv,1.9055890466349519,7.459,162.4807090432504
53,port3.javascript-2.problem5.1.csv,1.719197849023438,6.587999999999999,174.2239241758242
54,port3.javascript-7.problem5.20.csv,1.2675208450093864,1.675,39.39668223583462
55,port3.javascript-1.problem6.5.csv,2.3512990721707396,5.8185,119.58951268357795
56,port3.javascript-2.problem6.13.csv,1.3133006658037847,8.061,179.72256583072146
57,port3.javascript-2.problem6.8.csv,1.3133006658037847,7.261,194.58807618651107
58,port3.javascript-5.problem6.13.csv,2.6105682489490225,6.5915,117.71329271159868
59,port3.python3-1.problem0.8.csv,1.9147178326816268,27.076999999999998,2892.665816402997
60,port3.python3-2.problem0.1.csv,1.3532217105709263,199.885,5602.444038461674
61,port3.python3-2.problem0.8.csv,1.3532217105709263,205.123,7005.5746473771605
62,port3.python3-1.problem1.8.csv,2.232889045946071,691.819,53523.996841384826
63,port3.python3-4.problem1.1.csv,1.48723791748201,124.54700000000001,17788.608334065873
64,port3.python3-6.problem1.16.csv,1.413731950278349,1552.869,42301.472837295536
65,port3.python3-1.problem2.24.csv,1.679620104793044,136.88,3598.9706666666652
66,port3.python3-2.problem2.13.csv,1.6782799143147118,134.311,3540.710596394982
67,port3.python3-3.problem2.1.csv,0.7284394838688776,90.60600000000001,2425.3255131868264
68,port3.python3-2.problem3.10.csv,0.9237237823830041,171.479,17888.588628649642
69,port3.python3-2.problem3.26.csv,0.9237237823830041,168.048,17833.01980942426
