,Name,Average(joule),Standart deviation(%),Standart deviation(J),Min,Max,Average(alljoule),Time(s),Joule/sec,Run count
0,java-2.problem0,151.8914240738873,1.881713899645467,2.858162039167778,145.66976868131871,157.2826883358098,1482.075875,5.256576923076922,28.895501064022874,26
1,java-3.problem0,148.2048252086827,3.1338975480213764,4.644587383264274,135.81363907422823,157.1935198511166,1418.8787,5.0249,29.49408450092195,25
2,java-4.problem0,175.2156118423815,2.339628174641739,4.099393821035265,165.48755473926855,182.44032031648814,1499.4612820512823,5.241192307692308,33.43048710218549,26
3,java-6.problem0,149.05519900379653,2.2071601037434654,3.289886884967224,142.70685666387251,155.03263461538432,1438.8804300000002,5.1067,29.18816437303866,25
4,java-7.problem0,118.35689454332122,2.4354859530765083,2.8825655411001647,110.81643663194443,123.22299736308321,576.0343653846153,1.8116307692307694,65.3316870929369,26
5,java-1.problem1,256.72580354411895,1.3065195896580393,3.354172915010927,245.410649347826,261.1635061587591,884.7120240384615,2.485730769230769,103.2798107992866,26
6,java-2.problem1,1014.468500998601,9.509601060941833,96.47190733388368,902.0805255591057,1179.659116319448,11119.553884615385,39.94326923076923,25.397733348704776,26
7,java-3.problem1,179.55953410851768,1.2988536059701028,2.3322154836315985,174.1965333333334,183.32614904246455,651.4941153846155,1.865076923076923,96.27459966224242,26
8,java-2.problem2,127.52829318573602,3.210362573031152,4.094120594460306,116.82537087912095,137.2919493613138,1401.0645800000002,5.036099999999999,25.32282782028475,25
9,java-4.problem2,84.25544934752861,3.281841972128622,2.765130700492765,79.43471039396475,89.98696526655905,1036.3760865384613,3.7629038461538453,22.391071574589432,26
10,java-1.problem3,639.632180700773,1.6034434400988673,10.256140242207877,619.8170554945183,659.9295294793269,7539.801533653846,27.312158653846158,23.41931990098112,26
11,java-2.problem3,112.24512713241049,1.232506711262439,1.3834287249720163,109.15979166666668,115.2540024087221,444.2707932692308,1.3143125,85.40216054584468,26
12,java-3.problem3,169.2855083960511,2.4480404646159535,4.144177746266169,159.82986677115983,176.4091235313315,625.0538175,1.8025550000000001,93.91419867690645,25
13,java-4.problem3,113.89986880405266,1.1315429948705709,1.2888259866190284,111.3456019407346,116.40564825803983,469.2446800000001,1.407465,80.9255425918603,25
14,java-6.problem3,123.27896876559323,1.4097221081420666,1.7378908773781208,119.4956577173913,126.07300818690085,469.44384855769226,1.370033653846154,89.98243832880085,26
15,java-1.problem4,161.18764038297306,2.412541823831152,3.8887192390857765,154.17654747320054,169.12571392827334,1930.03415625,6.9994375,23.028656286019135,24
16,java-2.problem4,150.406664514921,3.0108008577413297,4.528445145315366,142.83899835164834,161.74740953150248,1859.7576538461535,6.765673076923077,22.230850176302578,26
17,java-3.problem4,147.37072853611554,2.2961057210091806,3.3837877290106584,141.8036514598539,154.67167889908228,1856.3298653846155,6.763999999999999,21.787511610898218,26
18,java-4.problem4,136.87976937818263,2.6191916785540625,3.5851435291773512,131.473997829861,145.50109474327624,1740.7549038461539,6.348942307692307,21.559460260387095,26
19,java-5.problem4,141.0033620549902,2.739387729301597,3.8626287980371057,131.80829112271556,148.17370609318988,1800.7278173076922,6.570250000000001,21.46088231878394,26
